,product_id,product_name,aisle_id,department_id,prices
27,28,Wheat Chex Cereal,121,14,10.1
33,34,,121,14,12.2
67,68,"Pancake Mix, Buttermilk",130,14,13.7
89,90,Smorz Cereal,121,14,3.9
210,211,Gluten Free Organic Cereal Coconut Maple Vanilla,130,14,3.6
215,216,"Gluten Free Oatmeal, Variety Pack",130,14,4.5
221,222,Honey Nut Oatmeal Squares,121,14,1.1
237,238,Alpha-Bits Multigrain Cereal,121,14,11.9
251,252,"Waffles, Red Berry",121,14,4.9
287,288,Original Sprouted Grains Protein & Fiber Hot Oatmeal,130,14,4.5
339,340,Eco-Pac Kamut Puffs Cereal,121,14,7.8
364,365,Cheerios Cereal,121,14,10.5
437,438,Special K Vanilla Cappuccino Protein Breakfast Shakes,48,14,9.5
456,457,Whole Wheat Fig Bar,48,14,5.3
510,510,Protein Blend Honey Oats & Seeds Cereal,121,14,8.3
550,550,"Granola, Veritas, Organic",57,14,1.7
565,565,Light and Fluffy  Blueberry Pancake Mix,130,14,5.8
588,588,Special K Original Cereal,121,14,12.2
637,637,Multigrain Peanut Butter Cereal,121,14,7.6
661,661,Sweet Lemon Rain Dance Bar,48,14,1.8
691,691,Organic Promise Strawberry Fields Cereal,121,14,2.7
697,697,Quick Cooking Steel Cut Oats,130,14,11.7
745,745,Complete Funfetti Buttermilk Pancake & Waffle Mix,130,14,7.5
812,812,Healthy Grains Oats & Honey Clusters with Toasted Coconut Gluten Free,57,14,14.4
853,853,Crunchy Granola Bars Variety Pack,48,14,8.7
910,910,Nutri-Grain Harvest Hearty Breakfast Bars Country Strawberry,48,14,5.8
978,978,Mallow Oats Cereals,121,14,4.4
994,994,Shake n Pour Buttermilk Pancake Mix,130,14,13.4
1049,1049,Special K Protein Chewy Granola Bars Almond Honey Oat,48,14,2.9
1087,1087,Sunrise Crunchy Cinnamon Cereal,121,14,11.6
1245,1245,All-Natural Irish Style Oatmeal,130,14,10.6
1257,1257,Organic Amaranth Flakes,121,14,5.8
1301,1301,"Cereal, Panda Puffs, Peanut Butter",121,14,4.5
1306,1306,Raisin Bran Whole Grain Wheat & Bran Cereal,121,14,6.7
1333,1333,90 Calorie Chewy Bars Chocolate Peanut Butter,48,14,5.9
1422,1422,Apple Quinoa Cinnamon Oatmeal Fruit Squeeze,121,14,9.4
1441,1441,Quinoa Cereal Honey Almond,121,14,2.5
1451,1451,Oops! All Berries Cereal,121,14,13.0
1464,1464,Special k Protein Cereal,121,14,6.4
1485,1485,Pop-Tarts Frosted Strawberry Toaster Pastries,48,14,8.1
1508,1508,Simply Delicious Gluten-Free Blissfully Berry Cereal,121,14,7.0
1514,1514,Cracklin' Oat Bran Cereal,121,14,9.0
1521,1521,10 Grams Protein Cranberry Almond Instant Oatmeal,130,14,11.4
1551,1551,Nutri Grain Apple Cinnamon Harvest Bars,48,14,2.2
1578,1578,Apple Jacks Cereal,121,14,8.3
1583,1583,Complete Original Pancake & Waffle Mix,130,14,4.7
1616,1616,Simply Granola,57,14,12.5
1633,1633,"Pancake & Waffle Mix, Almond Flour",130,14,10.8
1728,1728,Organic Whole Wheat Stoneground Flakes Cereal,121,14,6.4
1783,1783,Organic French Vanilla Almond Granola,57,14,13.9
1982,1982,Steel Cut Quick Cook Oven Toasted Oats,130,14,13.8
2051,2051,Sunrise Crunchy Honey Cereal,121,14,3.3
2077,2077,Light Frosted Amazon Flakes,121,14,5.4
2137,2137,Granola Low Fat with Raisins,57,14,12.5
2172,2172,Oat Revolution! Thick & Hearty Apples & Cinnamon Instant Oatmeal,130,14,13.6
2208,2208,Granola With Raisins,121,14,12.3
2289,2289,Quick 5-Minute Grits,130,14,7.5
2367,2367,Variety Pack Instant Oatmeal,130,14,5.8
2449,2449,"Tri Fun Pack Fruit Loops, Cocoa Krispies; Apple Jacks",121,14,4.1
2476,2476,Gluten Free Apple Cinnamon Toaster Pastry,48,14,4.9
2519,2519,Rice Krispies Cereal,121,14,1.1
2543,2543,Crispy Rice Cereal,121,14,3.2
2562,2562,Quick & Easy Steel Cut Irish Oatmeal,130,14,9.3
2634,2634,Cereal Frosted Flakes Chocolate Choco Zucaritas,121,14,7.3
2652,2652,Chocolate Blend Granola,57,14,6.3
2779,2779,Oat Revolution! Maple & Brown Sugar Steel Cut Oatmeal Pouches,130,14,12.5
2796,2796,American Blend,130,14,2.4
2806,2806,Toasted Artisan Mix Granola,57,14,9.1
2815,2815,Special K Protein Greek Yogurt And Fruit Bar 4.76oz,48,14,8.9
2832,2832,Organic Quinoa Hot Cereal Flakes,121,14,9.5
3107,3107,Fiber One Oat & Chocolate Bar,48,14,13.3
3118,3118,Original Instant Grits,130,14,14.4
3214,3214,Original Granola Cereal,121,14,8.0
3217,3217,Organic Oven Toasted Oats Old Fashioned,130,14,5.4
3225,3225,Risin' Raisin Ancient Grains Cereal,121,14,14.9
3257,3257,Granola Pumpkin Spice Mix,57,14,5.6
3264,3264,"Muesli, Bircher (Unsweetened)",57,14,6.3
3315,3315,7 Whole Grain Flakes Cereal,121,14,2.1
3316,3316,Red Velvet Pastry Crisps,48,14,1.7
3343,3343,Toasted Wheat Germ,121,14,11.2
3409,3409,Total Raisin Bran Cereal,121,14,2.0
3477,3477,"Fruit & Veggie 1,2,3",121,14,14.0
3505,3505,Special K Red Berries Cereal Bars,48,14,11.1
3510,3510,Swedish Oatmeal Pancakes,130,14,11.3
3590,3590,Real Medleys Summer Berry Oatmeal Cup,130,14,6.2
3630,3630,Protein Granola Apple Crisp,57,14,2.6
3886,3886,Organic Maple Brown Sugar Granola,57,14,8.1
3894,3894,Frosted Granny's Apple Pie Toaster Pastries,48,14,3.6
3929,3929,Apple Fruit & Grain Cereal Bars,48,14,3.5
4137,4137,Whole Grain Oat Cereal,121,14,13.5
4170,4170,"Cereal, Veganic Sprouted, Spelt Flakes",121,14,1.8
4202,4202,Cookie Crisp Cereal,121,14,4.9
4410,4410,Organic Flax Plus Multibran Flakes,121,14,4.5
4455,4455,Raspberry Cereal,48,14,8.7
4458,4458,Hot & Fit Mayan Blend Cereal,130,14,5.3
4485,4485,Cinnamon Raisin Granola,57,14,2.6
4498,4498,Maple Granola Cereal,57,14,2.5
4591,4591,Quick 1 Minute Oatmeal,130,14,1.2
4593,4593,Gluten Free Pancake & Waffle Mix,130,14,5.7
4634,4634,Oatmeal Variety Pack,130,14,11.1
4779,4779,Muesli,130,14,4.2
4792,4792,Panda Puffs Peanut Butter Cereal,121,14,9.5
4825,4825,Paleo Granola Cranberry Lemon,57,14,14.0
4828,4828,Krave Double Chocolate Cereal,121,14,10.8
4893,4893,Quick Enriched Hominy Grits,130,14,3.4
4912,4912,Pure Tapioca Flour,130,14,3.6
4982,4982,Organic Stoneground Flakes Cocoa Clusters Cereal,121,14,14.9
5063,5063,Maple & Pecan Granola Gluten Free,57,14,7.3
5214,5214,Organic Corn Flakes Fruit Juice Sweetened Cereal,121,14,13.6
5223,5223,Fruit & Cream Variety Pack,130,14,4.0
5354,5354,Honey Bunches of Oats with Almonds Cereal,121,14,14.4
5543,5543,Toasted Rice And Wheat Flakes Cereal,121,14,9.0
5572,5572,Kellogg's Frosted Mini Wheats Maple Brown Sugar Cereal,121,14,12.2
5692,5692,Cinnamon & Spice Instant Oatmeal,130,14,2.8
5752,5752,"Organic Qi'a Superfood Oatmeal, Cinnamon Pumpkin Seed",130,14,14.1
5753,5753,Homestyle Fruit & Nut Granola,57,14,3.6
5766,5766,Honey & Oat Blenders,121,14,2.9
5907,5907,Apple Cinnamon Fig Bar,48,14,4.0
5925,5925,Fruit & Nut Granola Cereal,121,14,5.5
6001,6001,Morning Vanilla Almond Oat Crunch,121,14,11.7
6043,6043,Blueberry Vanilla Polar Puffs Cereal,121,14,14.4
6057,6057,Certified Gluten-Free Oats Natural Oatmeal Packets - 8 CT,121,14,10.7
6080,6080,Organic High Protein Blueberry Harvest Granola,57,14,12.6
6091,6091,Oatmeal Squares Hint Of Brown Sugar Cereal,130,14,5.1
6108,6108,Honey Nut Os,121,14,6.8
6179,6179,Berries & Cherries Paleo Granola,57,14,14.5
6187,6187,Raisin Bran Cereal,121,14,5.5
6213,6213,Kellogg's Corn Flakes Cereal,121,14,8.3
6227,6227,Farmer's Market Berry Crumble Protein & Fiber Hot Oatmeal,130,14,13.8
6255,6255,Multi-Grain Cheerios Dark Chocolate Crunch Cereal,121,14,14.0
6258,6258,Fit Triple Berry Crunch Whole Grain Granola,57,14,2.5
6275,6275,Simply Maize Cereal,121,14,8.3
6290,6290,Cranberry Almond Breakfast Bars,48,14,3.2
6291,6291,Ezekiel 4:9 Flax Sprouted Grain Bread,121,14,4.1
6303,6303,Raspberry Ginger Clusters & FLakes,121,14,8.6
6340,6340,Frosted Flakes Cereal,121,14,8.9
6384,6384,Almond Chia Granola Clusters,57,14,3.3
6457,6457,Organic Koala Crisp Chocolate Cereal,121,14,4.3
6548,6548,"Oat Revolution Steel Cut, Maple & brown Sugar",130,14,9.4
6549,6549,Oat Bran Gluten Free,121,14,14.9
6552,6552,Crunchy Chocolate Chip Chia Granola & Seed Bars,48,14,4.2
6638,6638,Organic Brown Rice Crisps Cereal,121,14,11.5
6702,6702,Hot Cereal Honey,130,14,11.2
6809,6809,Berry Bunnies Cereal Organic,121,14,7.4
6826,6826,Organic Maple Whole Grain Oatmeal,130,14,6.2
6884,6884,Crunchy Honey Roasted Granola,57,14,11.6
6901,6901,Raisin Bran,121,14,2.9
6991,6991,Crunchy Oats 'n Honey Granola,48,14,6.1
7001,7001,"Granola, Homestyle, Double Chocolate Chunk",57,14,10.2
7107,7107,Fudge Dipped Chocolate Chip Granola Bars,48,14,5.9
7168,7168,Cereal Cup,121,14,8.7
7199,7199,Hearty Raisin Cereal,121,14,9.2
7251,7251,Erewhon Organic 100% Whole Grain Honey Rice Twice Cereal,121,14,9.3
7264,7264,Organic Whole O's Cereal,121,14,1.9
7295,7295,Pop-Tarts Frosted Brown Sugar Cinnamon Toaster Pastries,48,14,2.5
7306,7306,Oats & Peanut Butter Chewy Bars,48,14,9.7
7309,7309,Frosted Mini Donuts,48,14,9.0
7458,7458,Buckwheat Pancake & Waffle Whole Grain Mix,130,14,14.4
7473,7473,Ancient Grain Flakes Cereal,121,14,11.4
7570,7570,Original Cafe Mix Granola,57,14,7.9
7596,7596,Creamy Oat Bran Hot Cereal,130,14,5.2
7795,7795,All-Purpose Gluten Free Baking Mix,130,14,14.8
7870,7870,Cinnamon Raisin Sprouted Whole Grain Cereal,121,14,6.5
7881,7881,BelVita Golden Oat Breakfast Biscuit Packets,48,14,10.6
7911,7911,Organic Fruitful Os Cereal,121,14,8.4
7930,7930,Apples & Cinnamon Instant Oatmeal,130,14,2.3
7995,7995,Crunchy Organic Oats & Honey Granola Bars,48,14,13.7
8202,8202,Berry Blossoms Cereal,121,14,3.4
8263,8263,Enriched Hominy Quick Grits,130,14,14.1
8287,8287,Hershey's Cookies 'n' Creme Cereal,121,14,1.8
8308,8308,Organic High Fiber Pancake & Waffle Mix,130,14,6.3
8322,8322,Organic Instant Oatmeal Maple and Brown Sugar,130,14,11.4
8370,8370,Golden Puffs Cereal,121,14,2.5
8438,8438,Fruit Rings Cereal,121,14,11.7
8450,8450,"Granola, Organic, Seriously Seedy",57,14,9.7
8463,8463,Organic Cran-Coconut Granola,57,14,12.5
8476,8476,Lucky Charms Marshmallow Flavor Treats,48,14,5.0
8502,8502,Raisin Bran Clusters Cereal,121,14,6.6
8516,8516,Ancient Grain Granola Cranberry Pecan,57,14,2.0
8528,8528,Flax Plus Red Berry Crunch Cereal,121,14,3.2
8553,8553,Jumbo Assortment Cereal,121,14,5.0
8717,8717,Ezekiel 4:9 Original Sprouted Grain Crunchy Cereal,121,14,11.5
8823,8823,Lucky Charms Cereal Bars,48,14,3.5
8869,8869,Original High Fiber Medley Cereal,121,14,7.0
8895,8895,Buttermilk & Honey Pancake and Waffle Mix,130,14,8.4
8896,8896,Southern Style White Corn Grits,130,14,12.1
8952,8952,Multigrain Pancake & Waffle Mix,130,14,6.4
8995,8995,"Oatmeal, Instant, Banana Maple with Flax",130,14,4.4
8999,8999,Soft-Baked Cherry Vanilla Cereal Bars,48,14,12.9
9007,9007,Frosted Flakes,121,14,5.5
9122,9122,Organic Gluten Free Summer Berries Granola,57,14,5.1
9162,9162,French Vanilla Almond Granola,121,14,5.0
9259,9259,Apples & Cinnamon Naturally Flavored Instant Oatmeal,130,14,5.9
9376,9376,Special K 100 Calorie Blueberry Pastry Crisps,48,14,10.3
9407,9407,Organic Frosted Blueberry Toaster Pastries,48,14,4.5
9430,9430,Organic Flax Plus Pumpkin Raisin Crunch Cereal,121,14,2.8
9451,9451,Flavor Variety Instant Grits,130,14,4.9
9514,9514,Pancake Puffs Original Belgian Style Gourmet Bites,48,14,11.3
9521,9521,Organic Whole O's Gluten Free Cereal,121,14,10.7
9550,9550,Ancient Grain Original Granola,57,14,13.0
9565,9565,Gluten Free Apple Breakfast Bars,48,14,5.6
9566,9566,Quinoa Chia Crunch Supergrains Cereal,121,14,11.5
9605,9605,Reese Puffs,121,14,7.0
9687,9687,Grain Free Maple Granola,57,14,8.9
9746,9746,Special Nourish Apple Raspberry Almond Cereal,121,14,2.4
9911,9911,Organic Qia Apple Cinnamon,121,14,10.4
9917,9917,"Oatmeal, Thick & Rough",130,14,11.3
9924,9924,"Irish Instant Oatmeal, Variety Pack",130,14,7.5
9974,9974,Original Special K Toasted Rice Cereal,121,14,6.8
10015,10015,Mocha Marble Crunch,121,14,14.4
10054,10054,Kellogg's Nutri-Grain Apple Cinnamon Cereal,48,14,13.7
10058,10058,Glazed Honey Buns,48,14,2.9
10078,10078,Soft Baked Oats and Chocolate Breakfast Biscuits (Cookies),48,14,3.7
10082,10082,Multigrain Cereal,121,14,6.0
10129,10129,Swiss Muesli,121,14,9.6
10161,10161,Instant Oatmeal Apples & Cranberries,130,14,11.0
10235,10235,Honey Bunches Of Oats Roasted Cereal,121,14,11.8
10252,10252,BelVita Cranberry Orange Breakfast Bar,48,14,4.1
10276,10276,Coconut Raisin Granola Bites,57,14,7.0
10308,10308,Crunchy Granola Raisin Bran,121,14,13.6
10335,10335,Corn Flakes Cereal,121,14,7.2
10378,10378,Honey Flake & Oat Clusters,121,14,11.7
10436,10436,"Granola, Original Honey",57,14,1.1
10479,10479,Kellogg's Special K Red Berries Cereal,48,14,4.3
10498,10498,Pancake & Baking Mix,130,14,13.5
10546,10546,Organic Quick Cooking Oats,130,14,2.5
10554,10554,Cocoa Crunchies Cereal,121,14,8.0
10558,10558,Organic Peanut Butter Granola,57,14,14.1
10560,10560,Cheerios Toasted Whole Grain Cereal,121,14,6.5
10594,10594,Christmas Crunch,121,14,6.8
10609,10609,Cereal Granola,57,14,7.0
10612,10612,Gluten Free Pancake and Baking Mix,130,14,13.9
10623,10623,Special K Red Berries Crunchy Rice & Wheat Flakes with Strawberries,121,14,9.5
10639,10639,Morning Energy Chocolatey Almond Crunch Cereal,121,14,8.8
10653,10653,Frosted Mini Spooners Cereal,121,14,3.5
10674,10674,Apples & Cinnamon Instant Irish Oatmeal,130,14,7.4
10698,10698,Rice Crunch-Ems Cereal,121,14,10.8
10714,10714,Real Medleys Super Grains Maple Pecan Raisin Oatmeal Cup,130,14,1.5
10729,10729,Gluten Free Special K Touch of Brown Sugar Cereal,121,14,11.3
10751,10751,Bran Flakes Cereal,121,14,5.8
10763,10763,Sprouted Khorasan Honey O's,121,14,7.6
10771,10771,Organic Whole Grain Granola,57,14,14.0
10904,10904,Original Paleo Krunch Granola,57,14,7.0
10925,10925,Honey Power O's,121,14,12.1
10950,10950,Bran Flakes Whole Grain Wheat Cereal,121,14,12.1
10965,10965,Cinnamon & Maple Flapjack On The Go,130,14,13.7
10974,10974,Gluten Free Rice & Shine Hot Cereal,130,14,7.5
11003,11003,Original Recipe Scones Mix,130,14,12.1
11017,11017,Frosted Confetti Cupcake Pastries,48,14,3.7
11132,11132,Organic Promise Berry Fruitful Cereal,121,14,6.1
11154,11154,Corn Pops Cereal,121,14,6.1
11170,11170,Sweetened Multi-Grain Cereal,121,14,12.5
11179,11179,Blueberry Fruit & Grain Cereal Bars,48,14,9.7
11193,11193,Ancient Grain Blueberry Hemp Granola,57,14,5.7
11208,11208,Cookie Dough Nutrition Bars,48,14,2.9
11262,11262,Extra Thick Whole Grain Rolled Oats,130,14,11.1
11477,11477,Ezekiel 4:9 Golden Flax Sprouted Grain Crunchy Cereal,121,14,10.1
11532,11532,Apple Walnut Delight Oat Clusters,57,14,10.9
11617,11617,Gluten Free Apple Raisin Walnut Granola,121,14,14.6
11714,11714,Pop-Tarts Frosted Brown Sugar Cinnamon Pastries,48,14,12.6
11760,11760,7 Whole Grain Nuggets Cereal,121,14,3.7
11892,11892,Mixed Berry BelVita Bites,48,14,8.0
11980,11980,Heritage Flakes Cereal,121,14,10.8
12016,12016,Organic Bran Flakes Cereal,121,14,7.1
12029,12029,Unfrosted Strawberry Toaster Pastries,48,14,8.7
12037,12037,"Granola, Organic, Currant Walnut",121,14,9.4
12074,12074,Quick Enriched White Hominy Grits,130,14,8.5
12090,12090,Organic Flaxseed Granola,57,14,8.6
12132,12132,Gluten Free Apple Cinnamon Oatmeal,130,14,7.1
12253,12253,90 Calorie Chocolate Chip Cookie,48,14,6.5
12359,12359,Unsweetened Cinnamon Raisin Muesli,57,14,5.5
12392,12392,Organic Love Crunch Granola Dark Chocolate & Red Berries,57,14,8.7
12416,12416,Pebbles Ice Cream Parlor,121,14,6.4
12532,12532,Raw Mineral Rich Crusts,48,14,10.0
12543,12543,Coconut Creme Filled Dark Chocolate,48,14,7.5
12556,12556,Apple Cinnamon Granola Clusters,57,14,10.1
12598,12598,Light & Fluffy Buttermilk Complete Pancake Mix Family Size,130,14,11.8
12701,12701,Unfrosted Buncha Blueberries Toaster Pastries 6 Count,48,14,4.6
12743,12743,Special K Chocolatey Delight Cereal,121,14,1.7
12758,12758,Power O's Strawberry,121,14,12.1
12787,12787,Tootie Fruities,121,14,6.6
12806,12806,French Vanilla Granola,57,14,1.0
12894,12894,Honey Nut Chex Cereal,121,14,4.4
12927,12927,Original Muesli Cereal,121,14,7.2
12941,12941,Morning Oat Crunch,121,14,14.1
12950,12950,Gluten Free Organic Oat Based Cereal,130,14,9.3
12951,12951,Fruit and Nut Granola,57,14,8.3
12984,12984,Trix Cereal,121,14,11.8
12986,12986,Cinnamon Multigrain Cereal,121,14,3.7
13032,13032,Cinnamon Toast Crunch,121,14,4.0
13033,13033,Grape Nut Flakes Cereal,121,14,9.6
13042,13042,with Crispy Almonds Cereal,121,14,13.2
13079,13079,Gluten Free Oatmeal Classic with Flax & Chia,130,14,14.1
13122,13122,Cranberry Walnut Granola,57,14,5.3
13131,13131,Snack Size! Cinnamon Donuts,48,14,2.4
13133,13133,Special K Protein Dark Chocolate Granola Bars,48,14,8.6
13147,13147,GOLEAN Crisp! Toasted Berry Crumble Cereal,121,14,10.6
13164,13164,Honey Bunches Of Oats With Crispy Almonds Cereal,121,14,9.1
13239,13239,Organic Irish-Style Oatmeal High Fiber Cereal,130,14,4.6
13248,13248,Cranberry Apple Crunch Protein Oatmeal,130,14,2.7
13283,13283,Apples and  Cranberries Instant Oatmeal,130,14,3.9
13329,13329,Cranberry Almond Granola  Gluten Free,57,14,3.4
13332,13332,Buttermilk Pancake Mix,130,14,7.4
13448,13448,Safari Animals Strawberry Instant Oatmeal,130,14,8.4
13584,13584,Quick One Minute Oatmeal,130,14,8.1
13594,13594,Good Friends Cereal,121,14,9.2
13605,13605,Frosted berry Strawberry Toaster Pastries,48,14,2.1
13650,13650,Maple Nut Hot Oatmeal,130,14,5.2
13661,13661,Wheat Free Gluten Free Instant Oatmeal Maple Raisin With Flax,130,14,3.5
13716,13716,Rich Milk Chocolate Complete Nutritional Drink,48,14,12.0
13755,13755,Instant Oatmeal Maple & Brown Sugar,130,14,12.7
13763,13763,Organic Baby Cereal Protein-Packed Quinoa 6+Mths,121,14,2.7
13818,13818,Berry Colossal Crunch Cereal,121,14,6.1
13917,13917,Organic Snackimals Chocolate Crisp Cereal,121,14,14.9
13950,13950,Special K Berry Streusel Pastry Crisps,48,14,12.2
14067,14067,Puffed Corn Cereal,121,14,4.5
14183,14183,Fruit & Nutty Almonds Raisins Cranberries Pecans Granola,57,14,4.7
14227,14227,Honey Nut Dream Granola,57,14,9.3
14274,14274,Quinoa Yogurt Fruit & Nut Granola Bars,48,14,2.7
14319,14319,Plain Steel Cut Oats,130,14,5.3
14526,14526,Mixed Berry Fruit & Grain Cereal Bars,48,14,1.2
14553,14553,Oats & Honey Granola,57,14,11.7
14811,14811,Healthy Grains Low Fat Banana Nut Clusters,57,14,9.9
14834,14834,Caramel Crunch Cereal,121,14,9.8
14861,14861,Chocolate Cereal,121,14,4.8
14930,14930,Protein Oatmeal Maple Pecan Crunch,130,14,7.2
15154,15154,Organic Gluten Free Sprouted Corn Flakes,121,14,2.3
15232,15232,Honey Bunches of Oats Crunchy Honey Roasted Cereal,121,14,8.8
15241,15241,Original Gourmet Granola,57,14,14.9
15477,15477,Wheaties,121,14,14.5
15591,15591,Gluten Free Steel Cut Oats,130,14,8.5
15608,15608,Hot Strawberry Raspberry Oats,130,14,5.1
15734,15734,Whole Grain with Vanilla Bunches Cereal,121,14,7.4
15740,15740,Pumpkin Fig Ancient Grain Granola,57,14,12.1
15792,15792,Frosted Cherry Toaster Pastries,48,14,5.1
15865,15865,Maple Pecan Flakes & Clusters Cereal,121,14,3.3
15924,15924,Frosted S'mores Toaster Pastries,48,14,7.1
15943,15943,Dark Cacao,121,14,8.3
15946,15946,7 Grain Hot Cereal,130,14,6.6
16075,16075,Cinnamon Toast Crunch Cereal,121,14,7.3
16098,16098,GoLean Creamy All Natural Truly Vanilla Instant Hot Cereal,121,14,7.6
16200,16200,Oatmeal Cup Cranberry Pumpkin Seed,130,14,8.3
16233,16233,Gluten Free Cranberry Cinnamon Instant Oatmeal with Flax,130,14,8.8
16402,16402,Organic Gluten Free Sweetened Rice Flakes Cereal,121,14,14.1
16403,16403,Puffed Millet Cereal,121,14,8.2
16497,16497,Quick Cooking Barley Hot Cereal,121,14,13.7
16511,16511,Nutri-Grain Strawberry,48,14,10.3
16585,16585,Protein Peanut Butter Crunchy Granola,57,14,2.2
16598,16598,Gluten Free Mighty Tasty Hot Cereal,130,14,8.5
16644,16644,Quick 3-Minute Steel Cut Oats,130,14,11.8
16718,16718,Organic Apple Flax Oatmeal,57,14,1.4
16720,16720,Pancake & Waffle Mix,130,14,11.7
16725,16725,Organic Heritage Crunch Cereal,121,14,1.7
16795,16795,CoCo Wheats Hot Cereal,130,14,6.3
16867,16867,Raw Pure & Simple Organic Old Fashioned Oats,130,14,6.0
16987,16987,Organic Love Crunch Dark Chocolate Macaroon Granola,57,14,12.6
17046,17046,Protein Cranberry Almond Crunchy Granola,57,14,10.7
17115,17115,Belgian Waffle Mix,130,14,3.4
17182,17182,Instant Gluten Free Blueberries Strawberries & Brown Sugar Oatmeal,130,14,9.5
17504,17504,Organic Gluten Free Crispy Rice Peanut Butter Cereal Bars,48,14,7.5
17518,17518,Apple Cinnamon Cheerios Cereal,121,14,4.2
17549,17549,Organic Instant Oatmeal,130,14,9.9
17570,17570,7 Whole Grain Puffs Cereal,121,14,1.2
17596,17596,Fruity Cheerios Cereal,121,14,11.3
17681,17681,Puffed Wheat Cereal Cereal,121,14,7.3
17720,17720,Hot Oatmeal Variety Pack,130,14,8.2
17750,17750,Organic Gluten Free 6-Grain Ancient Grain Hot Cereal,130,14,1.9
17845,17845,Blueberry Walnut Organic Flakes and Clusters,121,14,4.7
17980,17980,Ezekiel 4:9 Sprouted Whole Grain Cereal Almond,121,14,11.3
17987,17987,Creamy Wheat Hot Cereal,130,14,1.7
18061,18061,Honey Nut Cheerios Cereal,121,14,9.6
18089,18089,Giddy Up & Go Granola,57,14,11.0
18192,18192,"Gluten Free Granola, Nutty Cranberry Maple, Family Value Size",57,14,8.0
18205,18205,Peanut Butter Gluten Free Breakfast Bars,48,14,13.9
18219,18219,Frosted Mini-Wheats Strawberry Cereal,121,14,4.4
18346,18346,90 Calories Low Fat Chocolate Chunk Granola Bars,48,14,7.0
18352,18352,Flax Plus Organic Pumpkin Flax Granola,57,14,10.2
18414,18414,Cocoa Pebbles Cereal,121,14,8.9
18561,18560,Organic Unsweetened High Protein 5 Seed Granola With Apples & Raisins,57,14,13.6
18575,18574,Organic Honey & Oats Medley Cereal,121,14,14.4
